class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
EntityTypeScrutinizer,EntityTypeScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
FileNameScrutinizer,FileNameScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
FormatScrutinizer,FormatScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
FormatConstraint,FormatConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
InverseConstraintScrutinizer,InverseConstraintScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
InverseConstraint,InverseConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ItemRequiresScrutinizer,ItemRequiresScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ItemRequiresConstraint,ItemRequiresConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
LabelScrutinizer,LabelScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
MultiValueScrutinizer,MultiValueScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
NewEntityScrutinizer,NewEntityScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
of,of,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
LabelDescription,LabelDescription,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
NoEditsMadeScrutinizer,NoEditsMadeScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QualifierCompatibilityScrutinizer,QualifierCompatibilityScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
AllowedQualifierConstraint,AllowedQualifierConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
MandatoryQualifierConstraint,MandatoryQualifierConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
QuantityScrutinizer,QuantityScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
AllowedUnitsConstraint,AllowedUnitsConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
RestrictedPositionScrutinizer,RestrictedPositionScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SnakPosition,SnakPosition,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
RestrictedPositionConstraint,RestrictedPositionConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
RestrictedValuesScrutinizer,RestrictedValuesScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
AllowedValueConstraint,AllowedValueConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
DisallowedValueConstraint,DisallowedValueConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SelfReferentialScrutinizer,SelfReferentialScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SingleValueScrutinizer,SingleValueScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
SnakScrutinizer,SnakScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
StatementScrutinizer,StatementScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
UnsourcedScrutinizer,UnsourcedScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
UseAsQualifierScrutinizer,UseAsQualifierScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
UseAsQualifierConstraint,UseAsQualifierConstraint,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ValueScrutinizer,ValueScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WhitespaceScrutinizer,WhitespaceScrutinizer,org.openrefine.wikibase.qa.scrutinizers,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.qa.scrutinizers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
holding,holding,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
ExpressionContext,ExpressionContext,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
for,for,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbConstantExpr,WbConstantExpr,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbDateConstant,WbDateConstant,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbDateVariable,WbDateVariable,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbEntityIdValueConstant,WbEntityIdValueConstant,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbEntityVariable,WbEntityVariable,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
for,for,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbExpression,WbExpression,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbItemConstant,WbItemConstant,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbItemEditExpr,WbItemEditExpr,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbItemVariable,WbItemVariable,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbLanguageConstant,WbLanguageConstant,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbLanguageVariable,WbLanguageVariable,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbLocationConstant,WbLocationConstant,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbLocationVariable,WbLocationVariable,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbMediaInfoEditExpr,WbMediaInfoEditExpr,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbMonolingualExpr,WbMonolingualExpr,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbNameDescExpr,WbNameDescExpr,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
NameDescType,NameDescType,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbPropConstant,WbPropConstant,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
WbQuantityExpr,WbQuantityExpr,org.openrefine.wikibase.schema,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.391645
